review_id,product_id,user_id,rating,review_title,review_text,sentiment,review_date,verified_purchase
REV01354,P0068,U0129,4,Amazing product!,Very satisfied with the build quality and finish.,Positive,2026-03-20,TRUE
REV01355,P0120,U0116,4,Worth every rupee,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-07-19,TRUE
REV01356,P0312,U0312,4,Amazing product!,"Excellent quality and fast delivery, will buy again.",Positive,2026-06-19,FALSE
REV01357,P0160,U0224,4,Best in this price range,Very satisfied with the build quality and finish.,Positive,2026-07-16,FALSE
REV01358,P0180,U0314,4,Worth every rupee,"Perfect for daily use, sturdy and reliable.",Positive,2025-10-28,TRUE
REV01359,P0161,U0036,3,Okay for the price,"Average product, does the job but nothing special.",Neutral,2026-03-27,FALSE
REV01360,P0237,U0367,3,Could be better,"Reasonable purchase, packaging could be improved though.",Neutral,2026-08-06,TRUE
REV01361,P0005,U0308,4,Worth every rupee,Works perfectly and looks great. Highly recommend to everyone.,Positive,2025-12-31,TRUE
REV01362,P0129,U0159,4,Amazing product!,"Superb product, using it daily without any issues.",Positive,2026-06-07,TRUE
REV01363,P0296,U0151,3,Could be better,"Good for the price, but there is room for improvement.",Neutral,2026-07-11,TRUE
REV01364,P0138,U0141,3,Could be better,"Good for the price, but there is room for improvement.",Neutral,2025-11-23,TRUE
REV01365,P0121,U0040,2,Disappointed,"Very poor build quality, broke within a week.",Negative,2026-01-28,TRUE
REV01366,P0038,U0451,3,Average product,"It's okay, not the best but not the worst either.",Neutral,2026-06-18,TRUE
REV01367,P0337,U0401,3,Okay for the price,"Decent quality, meets basic expectations.",Neutral,2024-12-08,TRUE
REV01368,P0192,U0040,4,Excellent quality,Very satisfied with the build quality and finish.,Positive,2025-08-13,TRUE
REV01369,P0094,U0047,2,Below expectations,"Not as described, quite disappointed with this purchase.",Negative,2026-03-19,TRUE
REV01370,P0212,U0316,4,Excellent quality,"Worth every rupee, quality exceeded my expectations.",Positive,2025-12-26,TRUE
REV01371,P0045,U0376,4,Amazing product!,"Excellent quality and fast delivery, will buy again.",Positive,2026-07-18,TRUE
REV01372,P0076,U0286,4,Amazing product!,"Perfect for daily use, sturdy and reliable.",Positive,2026-02-08,TRUE
REV01373,P0114,U0350,4,Amazing product!,"Excellent quality and fast delivery, will buy again.",Positive,2026-04-18,TRUE
REV01374,P0234,U0464,3,Decent,"It's okay, not the best but not the worst either.",Neutral,2025-07-26,TRUE
REV01375,P0232,U0403,3,Okay for the price,"It's okay, not the best but not the worst either.",Neutral,2026-02-27,TRUE
REV01376,P0044,U0452,4,Excellent quality,"Great value for money, exactly as described.",Positive,2026-01-01,FALSE
REV01377,P0116,U0137,4,Excellent quality,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-08-01,TRUE
REV01378,P0375,U0099,4,Superb build quality,"Superb product, using it daily without any issues.",Positive,2025-10-08,FALSE
REV01379,P0091,U0132,3,Decent,"Decent quality, meets basic expectations.",Neutral,2026-05-09,FALSE
REV01380,P0331,U0203,4,Worth every rupee,"Worth every rupee, quality exceeded my expectations.",Positive,2026-03-02,TRUE
REV01381,P0221,U0267,5,Superb build quality,Very satisfied with the build quality and finish.,Positive,2025-10-11,TRUE
REV01382,P0299,U0482,4,Amazing product!,"Great value for money, exactly as described.",Positive,2025-04-25,TRUE
REV01383,P0282,U0395,3,Decent,"Good for the price, but there is room for improvement.",Neutral,2026-05-19,TRUE
REV01384,P0345,U0431,5,Amazing product!,Works perfectly and looks great. Highly recommend to everyone.,Positive,2025-12-29,FALSE
REV01385,P0065,U0028,3,Okay for the price,"Reasonable purchase, packaging could be improved though.",Neutral,2026-01-19,TRUE
REV01386,P0188,U0069,5,Highly recommended,"Great value for money, exactly as described.",Positive,2025-08-05,FALSE
REV01387,P0328,U0044,4,Great purchase,"Perfect for daily use, sturdy and reliable.",Positive,2026-08-05,TRUE
REV01388,P0347,U0060,3,Could be better,"Good for the price, but there is room for improvement.",Neutral,2026-02-01,TRUE
REV01389,P0231,U0384,3,Decent,"Average product, does the job but nothing special.",Neutral,2025-12-23,TRUE
REV01390,P0235,U0090,3,Decent,"Average product, does the job but nothing special.",Neutral,2026-04-13,TRUE
REV01391,P0306,U0367,3,Okay for the price,"It's okay, not the best but not the worst either.",Neutral,2024-09-21,TRUE
REV01392,P0226,U0027,4,Highly recommended,Very satisfied with the build quality and finish.,Positive,2026-02-18,TRUE
REV01393,P0344,U0253,4,Best in this price range,"Superb product, using it daily without any issues.",Positive,2026-03-14,TRUE
REV01394,P0263,U0225,3,Average product,"Good for the price, but there is room for improvement.",Neutral,2026-07-25,TRUE
REV01395,P0304,U0074,3,Decent,"It's okay, not the best but not the worst either.",Neutral,2026-05-19,TRUE
REV01396,P0318,U0126,3,Could be better,"Decent quality, meets basic expectations.",Neutral,2026-05-31,TRUE
REV01397,P0027,U0087,3,Okay for the price,"Decent quality, meets basic expectations.",Neutral,2026-07-21,TRUE
REV01398,P0239,U0253,5,Great purchase,Very satisfied with the build quality and finish.,Positive,2026-05-31,TRUE
REV01399,P0109,U0245,5,Superb build quality,"Great value for money, exactly as described.",Positive,2026-02-10,TRUE
REV01400,P0231,U0314,4,Amazing product!,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-07-26,TRUE
REV01401,P0065,U0040,3,Decent,"Good for the price, but there is room for improvement.",Neutral,2026-01-20,TRUE
REV01402,P0296,U0395,4,Excellent quality,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-04-14,TRUE
REV01403,P0075,U0257,4,Excellent quality,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-01-12,TRUE
REV01404,P0396,U0010,3,Decent,"It's okay, not the best but not the worst either.",Neutral,2026-08-06,TRUE
REV01405,P0347,U0390,3,Could be better,"Reasonable purchase, packaging could be improved though.",Neutral,2024-12-31,TRUE
REV01406,P0059,U0160,5,Great purchase,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-05-19,TRUE
REV01407,P0062,U0256,4,Worth every rupee,"Perfect for daily use, sturdy and reliable.",Positive,2025-10-14,TRUE
REV01408,P0345,U0472,5,Great purchase,Very satisfied with the build quality and finish.,Positive,2025-07-03,TRUE
REV01409,P0197,U0069,2,Disappointed,"Battery drains quickly, not satisfied with performance.",Negative,2026-07-16,TRUE
REV01410,P0237,U0287,5,Best in this price range,"Great value for money, exactly as described.",Positive,2026-07-10,TRUE
REV01411,P0124,U0255,3,Decent,"Reasonable purchase, packaging could be improved though.",Neutral,2026-06-18,TRUE
REV01412,P0240,U0192,4,Superb build quality,"Excellent quality and fast delivery, will buy again.",Positive,2025-12-07,TRUE
REV01413,P0074,U0073,4,Great purchase,"Perfect for daily use, sturdy and reliable.",Positive,2025-03-13,TRUE
REV01414,P0133,U0127,4,Loved it!,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-05-20,TRUE
REV01415,P0223,U0159,5,Worth every rupee,"Worth every rupee, quality exceeded my expectations.",Positive,2026-06-06,TRUE
REV01416,P0009,U0130,5,Highly recommended,"Great value for money, exactly as described.",Positive,2026-02-17,TRUE
REV01417,P0185,U0433,4,Excellent quality,Very satisfied with the build quality and finish.,Positive,2026-03-07,TRUE
REV01418,P0060,U0297,4,Loved it!,"Excellent quality and fast delivery, will buy again.",Positive,2026-03-27,TRUE
REV01419,P0265,U0221,4,Highly recommended,"Great value for money, exactly as described.",Positive,2026-07-17,TRUE
REV01420,P0236,U0272,5,Superb build quality,"Great value for money, exactly as described.",Positive,2026-06-10,TRUE
REV01421,P0339,U0212,4,Worth every rupee,"Excellent quality and fast delivery, will buy again.",Positive,2026-01-09,TRUE
REV01422,P0211,U0338,3,Okay for the price,"Good for the price, but there is room for improvement.",Neutral,2026-07-24,TRUE
REV01423,P0367,U0191,3,Could be better,"Good for the price, but there is room for improvement.",Neutral,2025-01-03,TRUE
REV01424,P0310,U0464,4,Highly recommended,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-05-01,FALSE
REV01425,P0383,U0142,5,Superb build quality,"Excellent quality and fast delivery, will buy again.",Positive,2026-01-24,TRUE
REV01426,P0368,U0176,3,Okay for the price,"Reasonable purchase, packaging could be improved though.",Neutral,2026-02-19,TRUE
REV01427,P0294,U0453,3,Okay for the price,"It's okay, not the best but not the worst either.",Neutral,2026-07-04,TRUE
REV01428,P0062,U0116,5,Worth every rupee,"Excellent quality and fast delivery, will buy again.",Positive,2025-12-01,TRUE
REV01429,P0059,U0290,5,Worth every rupee,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-07-23,TRUE
REV01430,P0320,U0195,2,Below expectations,"Overpriced for the quality offered, expected better.",Negative,2025-10-03,TRUE
REV01431,P0214,U0257,3,Okay for the price,"Average product, does the job but nothing special.",Neutral,2026-05-02,TRUE
REV01432,P0211,U0339,3,Okay for the price,"It's okay, not the best but not the worst either.",Neutral,2026-07-27,TRUE
REV01433,P0038,U0195,5,Worth every rupee,"Superb product, using it daily without any issues.",Positive,2026-03-11,TRUE
REV01434,P0293,U0212,4,Great purchase,"Great value for money, exactly as described.",Positive,2026-06-26,TRUE
REV01435,P0371,U0247,4,Great purchase,"Great value for money, exactly as described.",Positive,2025-03-20,FALSE
REV01436,P0219,U0408,5,Amazing product!,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-05-21,FALSE
REV01437,P0153,U0092,5,Great purchase,"Excellent quality and fast delivery, will buy again.",Positive,2026-06-08,TRUE
REV01438,P0177,U0043,3,Average product,"It's okay, not the best but not the worst either.",Neutral,2026-04-30,TRUE
REV01439,P0369,U0370,4,Excellent quality,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-06-26,TRUE
REV01440,P0253,U0014,3,Could be better,"Decent quality, meets basic expectations.",Neutral,2025-11-20,TRUE
REV01441,P0169,U0384,4,Great purchase,"Worth every rupee, quality exceeded my expectations.",Positive,2026-07-01,TRUE
REV01442,P0347,U0128,3,Could be better,"Average product, does the job but nothing special.",Neutral,2025-08-12,TRUE
REV01443,P0293,U0087,3,Okay for the price,"Good for the price, but there is room for improvement.",Neutral,2026-07-11,TRUE
REV01444,P0285,U0098,3,Decent,"Good for the price, but there is room for improvement.",Neutral,2026-06-18,FALSE
REV01445,P0229,U0075,3,Decent,"Average product, does the job but nothing special.",Neutral,2026-01-31,TRUE
REV01446,P0086,U0099,5,Superb build quality,Very satisfied with the build quality and finish.,Positive,2026-06-10,TRUE
REV01447,P0392,U0054,3,Okay for the price,"Average product, does the job but nothing special.",Neutral,2026-05-21,TRUE
REV01448,P0057,U0348,4,Loved it!,"Worth every rupee, quality exceeded my expectations.",Positive,2026-07-14,TRUE
REV01449,P0250,U0480,5,Superb build quality,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-07-24,TRUE
REV01450,P0395,U0420,4,Highly recommended,"Perfect for daily use, sturdy and reliable.",Positive,2026-06-18,TRUE
REV01451,P0005,U0106,5,Loved it!,"Excellent quality and fast delivery, will buy again.",Positive,2026-03-13,TRUE
REV01452,P0155,U0424,5,Amazing product!,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-08-03,TRUE
REV01453,P0125,U0296,4,Amazing product!,"Worth every rupee, quality exceeded my expectations.",Positive,2026-07-11,FALSE
REV01454,P0322,U0098,4,Highly recommended,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-07-31,TRUE
REV01455,P0281,U0350,3,Okay for the price,"Decent quality, meets basic expectations.",Neutral,2026-02-12,TRUE
REV01456,P0400,U0356,4,Excellent quality,"Great value for money, exactly as described.",Positive,2026-07-28,TRUE
REV01457,P0286,U0291,4,Excellent quality,"Great value for money, exactly as described.",Positive,2026-06-27,TRUE
REV01458,P0277,U0367,2,Below expectations,"Packaging was damaged when it arrived, quality control issue.",Negative,2026-04-03,TRUE
REV01459,P0383,U0191,4,Highly recommended,"Excellent quality and fast delivery, will buy again.",Positive,2025-01-12,TRUE
REV01460,P0233,U0028,4,Superb build quality,"Perfect for daily use, sturdy and reliable.",Positive,2024-12-10,TRUE
REV01461,P0030,U0163,4,Best in this price range,"Excellent quality and fast delivery, will buy again.",Positive,2026-06-04,FALSE
REV01462,P0243,U0267,3,Average product,"It's okay, not the best but not the worst either.",Neutral,2025-12-29,TRUE
REV01463,P0335,U0256,5,Highly recommended,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-08-05,TRUE
REV01464,P0258,U0238,4,Excellent quality,"Worth every rupee, quality exceeded my expectations.",Positive,2025-06-24,TRUE
REV01465,P0005,U0300,4,Best in this price range,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-07-18,TRUE
REV01466,P0129,U0066,4,Amazing product!,Very satisfied with the build quality and finish.,Positive,2025-04-29,TRUE
REV01467,P0222,U0020,3,Decent,"Reasonable purchase, packaging could be improved though.",Neutral,2024-12-20,TRUE
REV01468,P0027,U0419,4,Worth every rupee,"Perfect for daily use, sturdy and reliable.",Positive,2026-02-28,TRUE
REV01469,P0074,U0104,3,Could be better,"Reasonable purchase, packaging could be improved though.",Neutral,2025-07-28,FALSE
REV01470,P0369,U0256,3,Could be better,"Average product, does the job but nothing special.",Neutral,2026-04-13,TRUE
REV01471,P0149,U0178,5,Loved it!,"Superb product, using it daily without any issues.",Positive,2024-11-20,TRUE
REV01472,P0280,U0225,4,Excellent quality,"Superb product, using it daily without any issues.",Positive,2026-07-07,TRUE
REV01473,P0283,U0272,3,Average product,"Decent quality, meets basic expectations.",Neutral,2026-07-22,TRUE
REV01474,P0329,U0169,4,Highly recommended,"Superb product, using it daily without any issues.",Positive,2025-04-21,TRUE
REV01475,P0141,U0471,4,Highly recommended,Very satisfied with the build quality and finish.,Positive,2026-07-21,TRUE
REV01476,P0397,U0411,4,Great purchase,"Amazing battery life and performance, very happy with this purchase.",Positive,2025-09-04,FALSE
REV01477,P0146,U0173,4,Great purchase,"Excellent quality and fast delivery, will buy again.",Positive,2026-06-15,TRUE
REV01478,P0212,U0267,4,Worth every rupee,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-04-30,TRUE
REV01479,P0167,U0427,4,Loved it!,"Worth every rupee, quality exceeded my expectations.",Positive,2026-04-11,TRUE
REV01480,P0209,U0330,3,Okay for the price,"Good for the price, but there is room for improvement.",Neutral,2025-04-25,FALSE
REV01481,P0275,U0216,4,Excellent quality,"Excellent quality and fast delivery, will buy again.",Positive,2026-07-07,TRUE
REV01482,P0244,U0307,3,Decent,"Reasonable purchase, packaging could be improved though.",Neutral,2026-02-09,TRUE
REV01483,P0017,U0267,4,Amazing product!,"Excellent quality and fast delivery, will buy again.",Positive,2025-05-02,TRUE
REV01484,P0149,U0183,3,Decent,"It's okay, not the best but not the worst either.",Neutral,2026-08-05,TRUE
REV01485,P0112,U0044,4,Excellent quality,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-04-01,TRUE
REV01486,P0146,U0225,3,Could be better,"Average product, does the job but nothing special.",Neutral,2026-07-07,TRUE
REV01487,P0355,U0044,4,Loved it!,Very satisfied with the build quality and finish.,Positive,2026-07-23,TRUE
REV01488,P0044,U0386,5,Superb build quality,"Amazing battery life and performance, very happy with this purchase.",Positive,2025-12-31,TRUE
REV01489,P0039,U0252,4,Amazing product!,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-02-07,TRUE
REV01490,P0006,U0064,5,Amazing product!,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-02-08,TRUE
REV01491,P0201,U0427,4,Worth every rupee,"Perfect for daily use, sturdy and reliable.",Positive,2026-01-17,TRUE
REV01492,P0093,U0368,4,Worth every rupee,"Amazing battery life and performance, very happy with this purchase.",Positive,2025-11-03,TRUE
REV01493,P0319,U0016,3,Decent,"It's okay, not the best but not the worst either.",Neutral,2026-08-06,TRUE
REV01494,P0002,U0204,4,Highly recommended,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-04-06,TRUE
REV01495,P0024,U0078,4,Great purchase,"Worth every rupee, quality exceeded my expectations.",Positive,2026-04-17,TRUE
REV01496,P0374,U0188,3,Okay for the price,"Decent quality, meets basic expectations.",Neutral,2025-05-13,FALSE
REV01497,P0183,U0300,2,Poor quality,"Packaging was damaged when it arrived, quality control issue.",Negative,2026-07-18,TRUE
REV01498,P0168,U0313,3,Okay for the price,"Reasonable purchase, packaging could be improved though.",Neutral,2026-07-18,TRUE
REV01499,P0261,U0217,4,Excellent quality,"Perfect for daily use, sturdy and reliable.",Positive,2026-07-17,TRUE
REV01500,P0002,U0138,4,Highly recommended,"Superb product, using it daily without any issues.",Positive,2026-07-04,TRUE
REV01501,P0067,U0234,3,Decent,"Good for the price, but there is room for improvement.",Neutral,2026-07-22,TRUE
REV01502,P0271,U0483,3,Okay for the price,"It's okay, not the best but not the worst either.",Neutral,2026-02-11,TRUE
REV01503,P0037,U0191,4,Superb build quality,"Excellent quality and fast delivery, will buy again.",Positive,2026-04-09,TRUE
REV01504,P0121,U0231,3,Average product,"It's okay, not the best but not the worst either.",Neutral,2026-05-06,TRUE
REV01505,P0099,U0461,4,Superb build quality,"Perfect for daily use, sturdy and reliable.",Positive,2026-01-31,TRUE
REV01506,P0202,U0054,3,Okay for the price,"Decent quality, meets basic expectations.",Neutral,2026-01-29,TRUE
REV01507,P0099,U0087,3,Average product,"Reasonable purchase, packaging could be improved though.",Neutral,2026-07-20,TRUE
REV01508,P0389,U0113,4,Worth every rupee,Very satisfied with the build quality and finish.,Positive,2025-03-01,TRUE
REV01509,P0032,U0173,2,Disappointed,"Very poor build quality, broke within a week.",Negative,2026-06-19,TRUE
REV01510,P0319,U0322,4,Great purchase,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-07-11,TRUE
REV01511,P0103,U0069,3,Could be better,"Decent quality, meets basic expectations.",Neutral,2025-12-08,TRUE
REV01512,P0301,U0137,2,Poor quality,"Stopped working after a few days, would not recommend.",Negative,2026-08-03,TRUE
REV01513,P0124,U0319,3,Average product,"Reasonable purchase, packaging could be improved though.",Neutral,2026-08-06,FALSE
REV01514,P0288,U0141,4,Amazing product!,"Amazing battery life and performance, very happy with this purchase.",Positive,2025-03-21,TRUE
REV01515,P0226,U0039,3,Average product,"Reasonable purchase, packaging could be improved though.",Neutral,2026-06-27,TRUE
REV01516,P0367,U0455,3,Could be better,"Average product, does the job but nothing special.",Neutral,2026-08-06,TRUE
REV01517,P0226,U0190,4,Worth every rupee,"Worth every rupee, quality exceeded my expectations.",Positive,2026-05-07,TRUE
REV01518,P0230,U0111,5,Great purchase,"Superb product, using it daily without any issues.",Positive,2026-05-25,TRUE
REV01519,P0254,U0047,4,Excellent quality,"Excellent quality and fast delivery, will buy again.",Positive,2026-01-01,TRUE
REV01520,P0277,U0460,3,Okay for the price,"Reasonable purchase, packaging could be improved though.",Neutral,2026-03-27,TRUE
REV01521,P0021,U0439,4,Great purchase,"Superb product, using it daily without any issues.",Positive,2025-04-20,TRUE
REV01522,P0024,U0401,4,Best in this price range,"Superb product, using it daily without any issues.",Positive,2025-08-08,TRUE
REV01523,P0084,U0358,3,Could be better,"Decent quality, meets basic expectations.",Neutral,2026-01-30,TRUE
REV01524,P0258,U0490,4,Highly recommended,Very satisfied with the build quality and finish.,Positive,2026-07-18,TRUE
REV01525,P0322,U0395,5,Loved it!,"Great value for money, exactly as described.",Positive,2026-05-21,TRUE
REV01526,P0183,U0070,4,Worth every rupee,"Excellent quality and fast delivery, will buy again.",Positive,2025-05-23,TRUE
REV01527,P0286,U0041,4,Excellent quality,"Superb product, using it daily without any issues.",Positive,2025-11-12,TRUE
REV01528,P0135,U0205,4,Best in this price range,"Great value for money, exactly as described.",Positive,2025-02-28,TRUE
REV01529,P0055,U0400,3,Could be better,"Average product, does the job but nothing special.",Neutral,2026-07-30,TRUE
REV01530,P0053,U0024,3,Decent,"Reasonable purchase, packaging could be improved though.",Neutral,2026-04-20,FALSE
REV01531,P0089,U0073,4,Superb build quality,"Excellent quality and fast delivery, will buy again.",Positive,2026-05-09,TRUE
REV01532,P0263,U0318,4,Highly recommended,"Perfect for daily use, sturdy and reliable.",Positive,2026-05-26,TRUE
REV01533,P0375,U0427,5,Great purchase,"Superb product, using it daily without any issues.",Positive,2025-11-15,TRUE
REV01534,P0208,U0429,4,Amazing product!,"Excellent quality and fast delivery, will buy again.",Positive,2026-07-02,TRUE
REV01535,P0162,U0465,4,Loved it!,Very satisfied with the build quality and finish.,Positive,2025-09-29,FALSE
REV01536,P0181,U0095,3,Decent,"Reasonable purchase, packaging could be improved though.",Neutral,2025-09-25,TRUE
REV01537,P0060,U0400,3,Decent,"It's okay, not the best but not the worst either.",Neutral,2026-06-01,TRUE
REV01538,P0382,U0126,3,Decent,"Good for the price, but there is room for improvement.",Neutral,2025-10-29,TRUE
REV01539,P0336,U0041,4,Superb build quality,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-05-01,TRUE
REV01540,P0286,U0075,4,Excellent quality,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-06-14,TRUE
REV01541,P0265,U0336,4,Worth every rupee,"Worth every rupee, quality exceeded my expectations.",Positive,2025-12-11,TRUE
REV01542,P0263,U0213,4,Amazing product!,Works perfectly and looks great. Highly recommend to everyone.,Positive,2025-02-28,TRUE
REV01543,P0302,U0350,2,Poor quality,"Very poor build quality, broke within a week.",Negative,2026-05-19,TRUE
REV01544,P0023,U0246,5,Best in this price range,"Superb product, using it daily without any issues.",Positive,2026-07-21,TRUE
REV01545,P0390,U0469,4,Superb build quality,"Superb product, using it daily without any issues.",Positive,2026-05-31,TRUE
REV01546,P0164,U0383,4,Great purchase,"Perfect for daily use, sturdy and reliable.",Positive,2025-11-04,TRUE
REV01547,P0022,U0352,5,Highly recommended,"Great value for money, exactly as described.",Positive,2025-10-07,TRUE
REV01548,P0314,U0052,5,Great purchase,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-05-02,TRUE
REV01549,P0022,U0284,5,Best in this price range,"Worth every rupee, quality exceeded my expectations.",Positive,2026-07-17,FALSE
REV01550,P0314,U0401,4,Loved it!,"Excellent quality and fast delivery, will buy again.",Positive,2025-08-04,FALSE
REV01551,P0176,U0093,5,Excellent quality,Works perfectly and looks great. Highly recommend to everyone.,Positive,2025-11-14,TRUE
REV01552,P0293,U0012,3,Decent,"Average product, does the job but nothing special.",Neutral,2025-08-08,TRUE
REV01553,P0059,U0318,4,Superb build quality,Works perfectly and looks great. Highly recommend to everyone.,Positive,2024-11-20,TRUE
REV01554,P0198,U0149,4,Best in this price range,Works perfectly and looks great. Highly recommend to everyone.,Positive,2026-07-20,TRUE
REV01555,P0107,U0247,4,Amazing product!,Very satisfied with the build quality and finish.,Positive,2026-01-23,TRUE
REV01556,P0286,U0042,2,Not worth it,"Stopped working after a few days, would not recommend.",Negative,2026-07-27,TRUE
REV01557,P0103,U0173,2,Poor quality,"Not as described, quite disappointed with this purchase.",Negative,2026-02-07,TRUE
REV01558,P0302,U0308,2,Not worth it,"Very poor build quality, broke within a week.",Negative,2025-11-19,TRUE
REV01559,P0289,U0132,4,Loved it!,"Great value for money, exactly as described.",Positive,2025-11-27,TRUE
REV01560,P0366,U0330,4,Highly recommended,Works perfectly and looks great. Highly recommend to everyone.,Positive,2024-10-13,TRUE
REV01561,P0336,U0040,3,Okay for the price,"Decent quality, meets basic expectations.",Neutral,2026-04-26,TRUE
REV01562,P0034,U0179,4,Superb build quality,"Excellent quality and fast delivery, will buy again.",Positive,2026-01-18,TRUE
REV01563,P0321,U0126,4,Loved it!,"Worth every rupee, quality exceeded my expectations.",Positive,2025-10-13,TRUE
REV01564,P0340,U0407,4,Amazing product!,"Excellent quality and fast delivery, will buy again.",Positive,2026-03-22,TRUE
REV01565,P0156,U0223,2,Poor quality,"Overpriced for the quality offered, expected better.",Negative,2025-02-04,TRUE
REV01566,P0379,U0311,4,Amazing product!,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-07-09,TRUE
REV01567,P0130,U0138,4,Great purchase,"Amazing battery life and performance, very happy with this purchase.",Positive,2025-07-14,TRUE
REV01568,P0181,U0289,3,Decent,"It's okay, not the best but not the worst either.",Neutral,2025-11-05,FALSE
REV01569,P0045,U0495,5,Highly recommended,Works perfectly and looks great. Highly recommend to everyone.,Positive,2025-06-14,TRUE
REV01570,P0186,U0125,3,Okay for the price,"Reasonable purchase, packaging could be improved though.",Neutral,2026-05-08,TRUE
REV01571,P0278,U0094,5,Superb build quality,"Worth every rupee, quality exceeded my expectations.",Positive,2026-07-21,TRUE
REV01572,P0363,U0333,4,Excellent quality,"Worth every rupee, quality exceeded my expectations.",Positive,2026-07-16,TRUE
REV01573,P0131,U0385,3,Could be better,"Reasonable purchase, packaging could be improved though.",Neutral,2025-10-08,TRUE
REV01574,P0050,U0073,3,Could be better,"It's okay, not the best but not the worst either.",Neutral,2026-01-02,TRUE
REV01575,P0035,U0459,4,Great purchase,"Perfect for daily use, sturdy and reliable.",Positive,2025-07-27,TRUE
REV01576,P0179,U0257,5,Excellent quality,"Superb product, using it daily without any issues.",Positive,2025-08-30,TRUE
REV01577,P0312,U0212,5,Best in this price range,"Great value for money, exactly as described.",Positive,2025-09-12,TRUE
REV01578,P0102,U0401,4,Worth every rupee,"Worth every rupee, quality exceeded my expectations.",Positive,2025-05-11,FALSE
REV01579,P0375,U0484,5,Best in this price range,"Great value for money, exactly as described.",Positive,2026-01-07,TRUE
REV01580,P0208,U0287,3,Decent,"Decent quality, meets basic expectations.",Neutral,2026-07-05,TRUE
REV01581,P0012,U0022,5,Great purchase,Very satisfied with the build quality and finish.,Positive,2026-01-21,TRUE
REV01582,P0329,U0247,4,Amazing product!,"Excellent quality and fast delivery, will buy again.",Positive,2026-06-01,TRUE
REV01583,P0370,U0294,4,Highly recommended,"Superb product, using it daily without any issues.",Positive,2026-05-05,TRUE
REV01584,P0058,U0278,5,Excellent quality,"Excellent quality and fast delivery, will buy again.",Positive,2026-07-29,TRUE
REV01585,P0393,U0479,3,Average product,"Good for the price, but there is room for improvement.",Neutral,2026-02-28,TRUE
REV01586,P0137,U0293,4,Great purchase,"Amazing battery life and performance, very happy with this purchase.",Positive,2026-06-19,TRUE
REV01587,P0240,U0481,5,Superb build quality,"Superb product, using it daily without any issues.",Positive,2025-01-01,FALSE
REV01588,P0373,U0128,3,Decent,"Reasonable purchase, packaging could be improved though.",Neutral,2025-11-07,TRUE
REV01589,P0389,U0126,3,Okay for the price,"Decent quality, meets basic expectations.",Neutral,2025-07-30,TRUE
REV01590,P0118,U0196,3,Okay for the price,"It's okay, not the best but not the worst either.",Neutral,2026-07-28,TRUE
REV01591,P0251,U0350,4,Excellent quality,"Worth every rupee, quality exceeded my expectations.",Positive,2026-07-30,TRUE
REV01592,P0397,U0146,4,Excellent quality,"Perfect for daily use, sturdy and reliable.",Positive,2026-03-24,TRUE
REV01593,P0318,U0225,4,Worth every rupee,"Great value for money, exactly as described.",Positive,2026-07-01,TRUE
REV01594,P0359,U0141,3,Decent,"Reasonable purchase, packaging could be improved though.",Neutral,2026-01-08,TRUE
REV01595,P0193,U0224,3,Decent,"Average product, does the job but nothing special.",Neutral,2026-07-29,TRUE
REV01596,P0178,U0087,4,Great purchase,"Perfect for daily use, sturdy and reliable.",Positive,2026-07-31,TRUE
REV01597,P0185,U0444,4,Loved it!,"Great value for money, exactly as described.",Positive,2026-01-29,TRUE
REV01598,P0105,U0128,3,Could be better,"Good for the price, but there is room for improvement.",Neutral,2025-10-19,TRUE
REV01599,P0057,U0313,4,Superb build quality,"Great value for money, exactly as described.",Positive,2026-08-04,FALSE
REV01600,P0074,U0159,4,Amazing product!,"Worth every rupee, quality exceeded my expectations.",Positive,2025-07-29,TRUE
REV01601,P0038,U0162,4,Loved it!,Very satisfied with the build quality and finish.,Positive,2026-03-19,TRUE
REV01602,P0073,U0478,3,Decent,"Reasonable purchase, packaging could be improved though.",Neutral,2026-01-04,TRUE
